movie_id,title,release_date,genres,overview
136,Mr. Smith Goes to Washington (1939),1/1/1939,Drama,"Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed on a lark by the spineless governor of his state. He is reunited with the state's senior senator--presidential hopeful and childhood hero, Senator Joseph Paine. In Washington, however, Smith discovers many of the shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss, Jim Taylor. Taylor first tries to corrupt Smith and then later attempts to destroy Smith through a scandal."
137,Big Night (1996),20/9/1996,Drama,"Primo &amp; Secondo, two immigrant brothers, pin their hopes on a banquet honoring Louis Prima to save their struggling restaurant."
138,D3: The Mighty Ducks (1996),4/10/1996,Children's|Comedy,The Ducks are offered scholarships at Eden Hall Academy but struggle with their new coach's methods and come under pressure from the board to retain their scholarships before their big game against the Varsity team.
139,"Love Bug, The (1969)",1/1/1969,Children's|Comedy,
140,Homeward Bound: The Incredible Journey (1993),1/1/1993,Adventure|Children's,"Remake of the popular Disney classic, this time featuring some well known voices as two dogs and a cat trek across America encountering all sorts of adventures in the quest to be reunited with their owners."
141,"20,000 Leagues Under the Sea (1954)",1/1/1954,Adventure|Children's|Fantasy|Sci-Fi,"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo."
142,Bedknobs and Broomsticks (1971),1/1/1971,Adventure|Children's|Musical,Three children evacuated from London during World War II are forced to stay with an eccentric spinster (Eglantine Price). The children's initial fears disappear when they find out she is in fact a trainee witch.
143,"Sound of Music, The (1965)",1/1/1965,Musical,
144,Die Hard (1988),1/1/1988,Action|Thriller,"NYPD cop, John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down."
145,"Lawnmower Man, The (1992)",1/1/1992,Action|Sci-Fi|Thriller,
146,Unhook the Stars (1996),30/10/1996,Drama,"Widowed mother Mildred must suddenly redefine herself and find an outlet for her nurturing side when her adult daughter moves out of the family home. Though Mildred thinks she's found her purpose when her neighbor, overworked single mother Monica, asks her to look after her little boy, she has great difficulty learning to strike a healthy balance between giving selflessly to others and remembering to take care of herself."
147,"Long Kiss Goodnight, The (1996)",5/10/1996,Action|Thriller,
148,"Ghost and the Darkness, The (1996)",11/10/1996,Action|Adventure,
149,Jude (1996),1/11/1996,Drama,"In late 19th-century England, Jude aspires to be an academic, but is hobbled by his blue-collar background. Instead, he works as a stonemason and is trapped in an unloving marriage to a farmer's daughter named Arabella. But when his wife leaves him, Jude sees an opportunity to improve himself. He moves to the city and begins an affair with his married cousin, Sue, courting tragedy every step of the way."
150,Swingers (1996),18/10/1996,Comedy|Drama,"This is a story about Mike, a guy who left his girl in New York when he came to LA to be a star. It's been six months since his girlfriend left him and he's not doing so good. So, his pal and some other friends try and get him back in the social scene and forget about his 6 year relationship."
151,Willy Wonka and the Chocolate Factory (1971),1/1/1971,Adventure|Children's|Comedy,
152,Sleeper (1973),1/1/1973,Comedy|Sci-Fi,"Miles Monroe, a clarinet-playing health food store proprietor, is revived out of cryostasis 200 years into a future world in order to help rebels fight an oppressive government regime."
153,"Fish Called Wanda, A (1988)",1/1/1988,Comedy,
154,Monty Python's Life of Brian (1979),1/1/1979,Comedy,
155,Dirty Dancing (1987),1/1/1987,Musical|Romance,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer – and unexpectedly falling in love."
156,Reservoir Dogs (1992),1/1/1992,Crime|Thriller,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel."
157,Platoon (1986),1/1/1986,Drama|War,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man."
158,Weekend at Bernie's (1989),1/1/1989,Comedy,"Two friends are invited for a weekend to a luxury island with their boss. The boss gets shot and nobody seems to notice, except for the two friends. In order not to become suspects of murder they treat the body as a puppet and make people believe he's still alive. The killer wants to do his job so when he is informed that the stiff is still alive he's got to shoot him again, and again, and again."
159,Basic Instinct (1992),1/1/1992,Mystery|Thriller,"A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved."
160,Glengarry Glen Ross (1992),1/1/1992,Drama,"Glengarry Glen Ross, follows the lives of four unethical Chicago real estate agents who are prepared to go to any lengths (legal or illegal) to unload undesirable real estate on unwilling prospective buyers."
161,Top Gun (1986),1/1/1986,Action|Romance,"For Lieutenant Pete 'Maverick' Mitchell and his friend and Co-Pilot Nick 'Goose' Bradshaw being accepted into an elite training school for fighter pilots is a dream come true.  A tragedy, as well as personal demons, threaten Pete's dreams of becoming an Ace pilot."
162,On Golden Pond (1981),1/1/1981,Drama,"The loons are back again on Golden Pond and so are Norman Thayer, a retired professor, and Ethel who have had a summer cottage there since early in their marriage. This summer their daughter Chelsea -- whom they haven't seen for years -- feels she must be there for Norman's birthday. She and her fiance are on their way to Europe the next day but will be back in a couple of weeks to pick up the fiance's son. When she returns Chelsea is married and her stepson has the relationship with her father that she always wanted. Will father and daughter be able to communicate at last?"
163,"Return of the Pink Panther, The (1974)",1/1/1974,Comedy,
164,"Abyss, The (1989)",1/1/1989,Action|Adventure|Sci-Fi|Thriller,
165,Jean de Florette (1986),1/1/1986,Drama,"In a rural French village, an old man and his only remaining relative cast their covetous eyes on an adjoining vacant property. They need its spring water for growing their flowers, and are dismayed to hear that the man who has inherited it is moving in. They block up the spring and watch as their new neighbour tries to keep his crops watered from wells far afield through the hot summer. Though they see his desperate efforts are breaking his health and his wife and daughter's hearts, they think only of getting the water."
166,Manon of the Spring (Manon des sources) (1986),1/1/1986,Drama,
167,Private Benjamin (1980),1/1/1980,Comedy,A sheltered young high society woman joins the army on a whim and finds herself in a more difficult situation than she ever expected.
168,Monty Python and the Holy Grail (1974),1/1/1974,Comedy,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place""."
169,"Wrong Trousers, The (1993)",1/1/1993,Animation|Comedy,
170,Cinema Paradiso (1988),1/1/1988,Comedy|Drama|Romance,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist."
171,Delicatessen (1991),1/1/1991,Comedy|Sci-Fi,This bizarre surrealistic black comedy takes place in a small fictitious post-apocalyptic town where food is scarce and butcher Clapet has the macabre business of using human flesh to feed his customers. Yet when his daughter falls in love with his next slaughter victim things turn into chaos.
172,"Empire Strikes Back, The (1980)",1/1/1980,Action|Adventure|Drama|Romance|Sci-Fi|War,
173,"Princess Bride, The (1987)",1/1/1987,Action|Adventure|Comedy|Romance,
174,Raiders of the Lost Ark (1981),1/1/1981,Action|Adventure,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime."
175,Brazil (1985),1/1/1985,Sci-Fi,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies."
